time;buy rate;sell rate
2 525;1,32677;1,33797
2 526;1,29146;1,33797
2 527;1,29146;1,33845
2 528;1,29146;1,33845
2 529;1,29146;1,33845
2 530;1,29146;1,33845
2 531;1,29146;1,33845
2 532;1,3011;1,33845
2 533;1,3011;1,33845
2 534;1,29146;1,33795
2 535;1,29146;1,33795
2 536;1,29146;1,33795
2 537;1,28512;1,33795
2 538;1,28512;1,31826
2 539;1,30021;1,33845
2 540;1,30179;1,34551
2 541;1,30179;1,34551
2 542;1,30179;1,34551
2 543;1,31661;1,34551
2 544;1,31661;1,34551
2 545;1,31661;1,34551
2 546;1,31661;1,34551
2 547;1,31661;1,33295
2 548;1,31661;1,34551
2 549;1,3289;1,34551
2 550;1,3289;1,34551
2 551;1,3289;1,34551
2 552;1,3289;1,35026
2 553;1,3289;1,35026
2 554;1,3289;1,35026
2 555;1,3289;1,35026
2 556;1,3288;1,34577
2 557;1,33273;1,35035
2 558;1,33273;1,35035
2 559;1,24052;1,34899
2 560;1,1819;1,34899
2 561;1,1819;1,34899
2 562;1,13697;1,34899
2 563;1,13697;1,34899
2 564;1,13697;1,34899
2 565;1,21137;1,34899
2 566;1,23549;1,35035
2 567;1,23549;1,33546
2 568;1,13697;1,33546
2 569;1,13697;1,32471
2 570;1,19114;1,32471
2 571;1,20797;1,32471
2 572;1,13697;1,32471
2 573;1,13697;1,32471
2 574;1,13697;1,26374
2 575;1,13697;1,32471
2 576;1,11777;1,3062
2 577;1,11777;1,3062
2 578;1,11777;1,22581
2 579;1,11777;1,22581
2 580;1,13236;1,22581
2 581;1,13236;1,22581
2 582;1,13236;1,2132
2 583;1,13236;1,35035
2 584;1,13236;1,35035
2 585;1,13236;1,25101
2 586;1,13236;1,25101
2 587;1,17509;1,25101
2 588;1,19543;1,25101
2 589;1,19543;1,25101
2 590;1,19543;1,22806
2 591;1,19543;1,22125
2 592;1,19543;1,22125
2 593;1,19543;1,22125
2 594;1,19543;1,22125
2 595;1,19543;1,22084
2 596;1,17509;1,22084
2 597;1,17509;1,22084
2 598;1,17509;1,22084
2 599;1,17509;1,22084
2 600;1,17509;1,22125
2 601;1,17509;1,22125
2 602;1,17509;1,22125
2 603;1,17509;1,20216
2 604;1,17509;1,20216
2 605;1,17509;1,19535
2 606;1,17509;1,19535
2 607;1,17509;1,19535
2 608;1,17509;1,22806
2 609;1,17509;1,22235
2 610;1,17751;1,22806
2 611;1,17751;1,22806
2 612;1,17751;1,22806
2 613;1,10862;1,22806
2 614;1,10862;1,22255
2 615;1,10824;1,22255
2 616;1,15198;1,22255
2 617;1,16624;1,22255
2 618;1,16624;1,22806
2 619;1,16624;1,22806
2 620;1,16624;1,22806
2 621;1,18462;1,22806
2 622;1,18462;1,22024
2 623;1,18462;1,24262
2 624;1,16624;1,24262
2 625;1,16624;1,24262
2 626;1;1,21321
2 627;1;1,21321
2 628;1;1,17076
2 629;1;1,35513
2 630;1,07946;1,35513
2 631;1,07946;1,35513
2 632;1,07946;1,35513
2 633;1,07946;1,35513
2 634;1,07946;1,35513
2 635;1,21376;1,35513
2 636;1,21376;1,35513
2 637;1,21376;1,2951
2 638;1,21376;1,2951
2 639;1,21376;1,2951
2 640;1,21376;1,2951
2 641;1,21376;1,2951
2 642;1,21376;1,2951
2 643;1,21376;1,2951
2 644;1;1,2951
2 645;1;1,2951
2 646;1;1,35513
2 647;1;1,35513
2 648;1,09347;1,35513
2 649;1,09347;1,35513
2 650;1,09347;1,35513
2 651;1,09347;1,34393
2 652;1,09347;1,36929
2 653;1,09347;1,39444
2 654;1,22601;1,39444
2 655;1,22627;1,39444
2 656;1,22627;1,39444
2 657;1,24908;1,39444
2 658;1;1,39444
2 659;1;1,35673
2 660;1;1,35673
2 661;1;1,35673
2 662;1;1,35673
2 663;1;1,35673
2 664;1;1,35673
2 665;1;1,41411
2 666;1;1,41411
2 667;1,10778;1,41411
2 668;1,10778;1,41411
2 669;1,00378;1,41411
2 670;1,00378;1,41411
2 671;1;1,41411
2 672;1;1,41411
2 673;1;1,22459
2 674;1;1,19489
2 675;1;1,12
2 676;1;1,12
2 677;1;1,41411
2 678;1;1,41411
2 679;1;1,28625
2 680;1;1,28625
2 681;1;1,28625
2 682;1;1,28625
2 683;1;1,28625
2 684;1;1,29912
2 685;1;1,29912
2 686;1;1,16903
2 687;1;1,16307
2 688;1;1,09433
2 689;1;1,09466
2 690;1,03289;1,09466
2 691;1,03289;1,09466
2 692;1,03289;1,09466
2 693;1,03289;1,0645
2 694;1,03506;1,0645
2 695;1,04629;1,0645
2 696;1,05393;1,0645
2 697;1;1,06299
2 698;1;1,06299
2 699;1;1,06299
2 700;1;1,0361
2 701;1;1,0361
2 702;1,01168;1,32092
2 703;1,01168;1,32092
2 704;1,01168;1,32092
2 705;1,01168;1,32092
2 706;1,01168;1,32092
2 707;1,0013;1,32092
2 708;1,0013;1,32092
2 709;1,0013;1,32092
2 710;1,0013;1,4528
2 711;1,0013;1,4528
2 712;1,0013;1,4528
2 713;1,0013;1,4528
2 714;1,0013;1,25417
2 715;1,0013;1,25417
2 716;1,00278;1,25417
2 717;1,02026;1,4528
2 718;1,00278;1,33029
2 719;1,1283;1,4528
2 720;1,2146;1,47301
2 721;1,2146;1,47301
2 722;1,2146;1,47301
2 723;1,29646;1,49233
2 724;1,29646;1,44899
2 725;1,29646;1,44899
2 726;1,29646;1,44899
2 727;1,29646;1,44899
2 728;1;1,44899
2 729;1;1,32232
2 730;1;1,32232
2 731;1;1,32232
2 732;1;1,18803
2 733;1;1,15018
2 734;1,02332;1,15018
2 735;1,07668;1,15018
2 736;1,07668;1,13815
2 737;1,09067;1,13815
2 738;1,09067;1,13024
2 739;1,09067;1,13024
2 740;1,09531;1,13024
2 741;1,09531;1,13024
2 742;1,09531;1,13024
2 743;1,09531;1,13024
2 744;1,09531;1,13024
2 745;1,09531;1,13024
2 746;1,09531;1,13024
2 747;1,09531;1,13024
2 748;1,09531;1,14459
2 749;1,08971;1,13064
2 750;1,08971;1,14459
2 751;1,08971;1,14459
2 752;1;1,14459
2 753;1;1,12096
2 754;1;1,12096
2 755;1;1,12096
2 756;1;1,11886
2 757;1;1,11886
2 758;1;1,11886
2 759;1;1,05985
2 760;1;1,05985
2 761;1;1,04212
2 762;1;1,04212
2 763;1;1,03584
2 764;1,01657;1,03584
2 765;1,01657;1,02699
2 766;1,0198;1,02699
2 767;1,0198;1,02699
2 768;1,0198;1,02699
2 769;1,0198;1,02699
2 770;1,02264;1,02699
2 771;1,02264;1,03584
2 772;1,02264;1,03584
2 773;1,02264;1,03584
2 774;1,02264;1,03584
2 775;1,02264;1,0346
2 776;1,02264;1,03232
2 777;1,02264;1,03232
2 778;1,02624;1,12828
2 779;1,02624;1,32232
2 780;1,02624;1,33384
2 781;1,0221;1,33384
2 782;1,09164;1,33384
2 783;1,09164;1,33384
2 784;1,0221;1,33384
2 785;1,0221;1,33384
2 786;1,0221;1,24585
2 787;1;1,18738
2 788;1;1,19054
2 789;1;1,19054
2 790;1;1,19054
2 791;1;1,19054
2 792;1;1,19054
2 793;1;1,15832
2 794;1;1,15832
2 795;1,00904;1,15832
2 796;1,0294;1,15832
2 797;1,08162;1,19054
2 798;1,08162;1,17153
2 799;1,08162;1,17153
2 800;1,08162;1,14657
2 801;1,08162;1,13114
2 802;1,08162;1,13114
2 803;1,08162;1,13114
2 804;1,00904;1,13114
2 805;1,00904;1,13114
2 806;1,02404;1,13114
2 807;1,02404;1,12521
2 808;1,02404;1,12521
2 809;1,04104;1,12521
2 810;1,04104;1,09449
2 811;1,04104;1,09449
2 812;1,04104;1,08086
2 813;1,03348;1,08086
2 814;1,03348;1,08086
2 815;1,03348;1,08086
2 816;1,03348;1,0685
2 817;1,01711;1,0685
2 818;1,01711;1,05358
2 819;1,01711;1,05358
2 820;1,01711;1,05358
2 821;1,01711;1,04869
2 822;1,02104;1,04869
2 823;1,02104;1,04869
2 824;1,02104;1,04869
2 825;1,02104;1,04869
2 826;1,02104;1,04869
2 827;1,02104;1,04907
2 828;1,02104;1,04907
2 829;1,03256;1,04907
2 830;1,03499;1,04907
2 831;1,03499;1,04907
2 832;1,03499;1,04907
2 833;1,03499;1,04364
2 834;1,03633;1,04364
2 835;1,03633;1,04364
2 836;1,03633;1,04341
2 837;1,03499;1,04341
2 838;1,03499;1,03955
2 839;1,03499;1,03955
2 840;1,03499;1,03955
2 841;1,03499;1,03955
2 842;1,03499;1,03955
2 843;1,03499;1,03955
2 844;1,03499;1,03955
2 845;1,03499;1,03955
2 846;1,03499;1,03955
2 847;1,03499;1,03955
2 848;1,03637;1,03955
2 849;1,03637;1,0386
2 850;1,03742;1,03955
2 851;1,03499;1,03955
2 852;1,03499;1,03955
2 853;1,03527;1,03955
2 854;1,03499;1,03955
2 855;1,03499;1,03955
2 856;1,03499;1,03955
2 857;1,03499;1,03955
2 858;1,03499;1,03955
2 859;1,03499;1,03882
2 860;1,03499;1,03882
2 861;1,03499;1,03732
2 862;1,03499;1,03732
2 863;1,03499;1,03732
2 864;1,03429;1,03624
2 865;1,03429;1,03624
2 866;1,03441;1,03882
2 867;1,03441;1,03955
2 868;1,03441;1,03925
2 869;1,03441;1,03925
2 870;1,03441;1,03925
2 871;1,03454;1,03925
2 872;1,03454;1,03925
2 873;1,03535;1,03925
2 874;1,03535;1,03785
2 875;1,03535;1,03785
2 876;1,03535;1,03995
2 877;1,03535;1,03877
2 878;1,03454;1,03744
2 879;1,03454;1,03995
2 880;1,03454;1,03995
2 881;1,03454;1,03906
2 882;1,03454;1,03995
2 883;1,03454;1,03995
2 884;1,03454;1,03765
2 885;1,03454;1,03765
2 886;1,03454;1,03632
2 887;1,03429;1,03632
2 888;1,03429;1,03995
2 889;1,03429;1,03995
2 890;1,03397;1,03995
2 891;1,03659;1,03995
2 892;1,03659;1,03995
2 893;1,03311;1,03995
2 894;1,03322;1,03995
2 895;1,03322;1,03995
2 896;1,03652;1,03995
2 897;1,03652;1,03967
2 898;1,03652;1,03995
2 899;1,03652;1,03995
2 900;1,03652;1,03995
2 901;1,03652;1,03995
2 902;1,0374;1,03995
2 903;1,0374;1,03995
2 904;1,0374;1,03995
2 905;1,0374;1,03995
2 906;1,0374;1,03995
2 907;1,03856;1,03995
2 908;1,03923;1,03995
2 909;1,0374;1,03995
2 910;1,0374;1,03995
2 911;1,0374;1,03995
2 912;1,03744;1,03995
2 913;1,03744;1,03995
2 914;1,03744;1,03995
2 915;1,0379;1,03995
2 916;1,03744;1,03995
2 917;1,03863;1,03995
2 918;1,03863;1,03995
2 919;1,03863;1,03995
2 920;1,03863;1,03995
2 921;1,03863;1,03995
2 922;1,03863;1,03995
2 923;1,03863;1,03995
2 924;1,03863;1,03995
2 925;1,03863;1,03988
2 926;1,03923;1,03988
2 927;1,03923;1,03988
2 928;1,03938;1,03988
2 929;1,03945;1,03988
2 930;1,03945;1,03988
2 931;1,03945;1,03988
2 932;1,03945;1,03988
2 933;1,03945;1,03988
2 934;1,03945;1,03988
2 935;1,03951;1,03988
2 936;1,03945;1,03988
2 937;1,03945;1,03988
2 938;1,03945;1,03988
2 939;1,03945;1,03988
2 940;1,03945;1,03988
2 941;1,03945;1,03988
2 942;1,03945;1,03988
2 943;1,03945;1,03988
2 944;1,03945;1,03988
2 945;1,03945;1,03988
2 946;1,03945;1,03967
2 947;1,03945;1,03967
2 948;1,03945;1,03967
2 949;1,03949;1,03967
2 950;1,03954;1,03967
2 951;1,0396;1,8
2 952;1,03945;1,8
2 953;1,03945;1,8
2 954;1,03945;1,8
2 955;1,0393;1,8
2 956;1,0393;1,8
2 957;1,0393;1,8
2 958;1,03923;1,49454
2 959;1,03923;1,44362
2 960;1,03923;1,39539
2 961;1,03923;1,32322
2 962;1,03923;1,39539
2 963;1,03923;1,39539
2 964;1,03923;1,39539
2 965;1,03923;1,39539
2 966;1,03923;1,29732
2 967;1,03923;1,17674
2 968;1,07446;1,17674
2 969;1,07446;1,15772
2 970;1,07446;1,15772
2 971;1,07446;1,15772
2 972;1,11081;1,15772
2 973;1,11725;1,15772
2 974;1,11725;1,15772
2 975;1,11725;1,15772
2 976;1,11725;1,15772
2 977;1,11725;1,15772
2 978;1,11725;1,15772
2 979;1,07446;1,14707
2 980;1,07446;1,15772
2 981;1,07446;1,15772
2 982;1,07446;1,15741
2 983;1,07446;1,11821
2 984;1,07446;1,11821
2 985;1,07446;1,11821
2 986;1,07446;1,13303
2 987;1,07446;1,10821
2 988;1,07446;1,10821
2 989;1,08955;1,10821
2 990;1,08955;1,10514
2 991;1,08955;1,10514
2 992;1,09331;1,10514
2 993;1,09459;1,10514
2 994;1,09459;1,10514
2 995;1,07446;1,10093
2 996;1,06353;1,10093
2 997;1,07635;1,10093
2 998;1,07635;1,10093
2 999;1,07635;1,10093
3 000;1,07635;1,10093
3 001;1,07635;1,10514
3 002;1,07635;1,10514
3 003;1,07692;1,10514
3 004;1,07692;1,10514
3 005;1,07692;1,09503
3 006;1,07692;1,08841
3 007;1,07971;1,09503
3 008;1,07971;1,09503
3 009;1,08546;1,09503
3 010;1,08546;1,09206
3 011;1,08546;1,09139
3 012;1,08786;1,09139
3 013;1,08546;1,09139
3 014;1,08546;1,09139
3 015;1,08546;1,09139
3 016;1,08546;1,09139
3 017;1,08546;1,09139
3 018;1,08546;1,09139
3 019;1,08546;1,09072
3 020;1,08546;1,09072
3 021;1,08546;1,09072
3 022;1,08586;1,09072
3 023;1,08546;1,09009
3 024;1,08546;1,09139
3 025;1,08546;1,09028
3 026;1,08546;1,09139
3 027;1,08581;1,09139
3 028;1,08581;1,09139
3 029;1,08581;1,09139
3 030;1,08581;1,09139
3 031;1,08546;1,09139
3 032;1,08546;1,09047
3 033;1,08546;1,09017
3 034;1,08546;1,09017
3 035;1,08546;1,10514
3 036;1,08546;1,10514
3 037;1,08546;1,10514
3 038;1,08899;1,10514
3 039;1,08899;1,10514
3 040;1,08546;1,10514
3 041;1,08546;1,09658
3 042;1,08546;1,09658
3 043;1,08546;1,09658
3 044;1,08546;1,09658
3 045;1,08546;1,09658
3 046;1,08659;1,09658
3 047;1,08659;1,0921
3 048;1,08659;1,0921
3 049;1,08742;1,0921
3 050;1,08742;1,0921
3 051;1,08742;1,09387
3 052;1,08742;1,09387
3 053;1,08742;1,09387
3 054;1,08742;1,09387
3 055;1,08742;1,09387
3 056;1,08659;1,09081
3 057;1,08659;1,09081
3 058;1,08659;1,09081
3 059;1,08659;1,09081
3 060;1,08659;1,09129
3 061;1,08659;1,09129
3 062;1,08659;1,09129
3 063;1,08659;1,09129
3 064;1,08659;1,09129
3 065;1,08659;1,09129
3 066;1,08659;1,09129
3 067;1,08659;1,09658
3 068;1,08659;1,09658
3 069;1,08659;1,09658
3 070;1,08659;1,09658
3 071;1,08659;1,09658
3 072;1,08659;1,10865
3 073;1,08659;1,10865
3 074;1,08659;1,10865
3 075;1,08659;1,10147
3 076;1,0891;1,10147
3 077;1,08659;1,10147
3 078;1,08659;1,10147
3 079;1,08659;1,13303
3 080;1,08659;1,13303
3 081;1,08659;1,13303
3 082;1,08514;1,13303
3 083;1,08514;1,13303
3 084;1,08514;1,13303
3 085;1,08514;1,17634
3 086;1,08514;1,17674
3 087;1,08514;1,17674
3 088;1,08514;1,17674
3 089;1,08514;1,17674
3 090;1,08514;1,8
3 091;1,08514;1,8
3 092;1,08514;1,8
3 093;1,08514;1,8
3 094;1,37668;1,8
3 095;1,58687;1,8
3 096;1,58687;1,8
3 097;1,58687;1,8
3 098;1,58687;1,8
3 099;1,62775;1,8
3 100;1,08514;1,76301
3 101;1,08514;1,76301
3 102;1,08514;1,76301
3 103;1,08485;1,76301
3 104;1,08485;1,76301
3 105;1,08485;1,44231
3 106;1,08485;1,4171
3 107;1,08485;1,4171
3 108;1,08485;1,4171
3 109;1,21337;1,44231
3 110;1,21337;1,34851
3 111;1,21337;1,8
3 112;1,34387;1,8
3 113;1,43833;1,8
3 114;1,43833;1,8
3 115;1,43833;1,8
3 116;1,54307;1,8
3 117;1,54307;1,8
3 118;1,54307;1,8
3 119;1,66939;1,8
3 120;1,66939;1,7382
3 121;1,66939;1,8
3 122;1,54307;1,75769
3 123;1,54307;1,8
3 124;1,54307;1,77007
3 125;1,54307;1,77007
3 126;1,54307;1,77007
3 127;1,54307;1,75845
3 128;1,54307;1,74121
3 129;1,54307;1,73896
3 130;1,16833;1,73896
3 131;1,36883;1,73896
3 132;1,08485;1,73896
3 133;1,08485;1,73896
3 134;1,08485;1,73896
3 135;1,08485;1,7297
3 136;1,08485;1,7297
3 137;1,08485;1,7297
3 138;1,08485;1,73896
3 139;1,08485;1,73896
3 140;1,08485;1,73896
3 141;1,08485;1,65542
3 142;1,08485;1,65542
3 143;1,08485;1,65542
3 144;1,08485;1,65542
3 145;1,08021;1,65542
3 146;1,08021;1,65542
3 147;1,08021;1,73896
3 148;1,07971;1,73896
3 149;1,07971;1,74121
3 150;1,07971;1,74121
3 151;1,07425;1,46572
3 152;1,17025;1,46572
3 153;1,03836;1,46572
3 154;1,03836;1,46572
3 155;1,03836;1,40459
3 156;1,03836;1,40459
3 157;1,03818;1,40459
3 158;1,03818;1,40459
3 159;1,03818;1,22633
3 160;1,1305;1,22633
3 161;1,1305;1,18928
3 162;1,1305;1,20466
3 163;1,1305;1,20466
3 164;1,1305;1,16844
3 165;1,13796;1,16844
3 166;1,14586;1,16844
3 167;1,14586;1,20466
3 168;1,14586;1,20466
3 169;1,14586;1,18847
3 170;1,14586;1,18847
3 171;1,16516;1,18847
3 172;1,16516;1,20466
3 173;1,17127;1,20466
3 174;1,17399;1,20466
3 175;1,17399;1,20466
3 176;1,17399;1,20253
3 177;1,17399;1,20253
3 178;1,17399;1,20253
3 179;1,17399;1,20253
3 180;1,17399;1,20253
3 181;1,17399;1,196
3 182;1,16647;1,196
3 183;1,16647;1,18817
3 184;1,16647;1,18817
3 185;1,17557;1,18817
3 186;1,1774;1,18817
3 187;1,17955;1,21763
3 188;1,17955;1,2118
3 189;1,19099;1,2118
3 190;1,19099;1,2118
3 191;1,19099;1,2118
3 192;1,20102;1,2118
3 193;1,20102;1,40459
3 194;1,20102;1,34479
3 195;1,20102;1,40459
3 196;1,20102;1,40459
3 197;1,18659;1,40459
3 198;1,18659;1,40459
3 199;1,18659;1,40459
3 200;1,16647;1,40459
3 201;1,16647;1,40459
3 202;1,2388;1,43161
3 203;1,2388;1,43161
3 204;1,29366;1,43161
3 205;1,29366;1,3965
3 206;1,29366;1,3965
3 207;1,29366;1,3965
3 208;1,32579;1,3965
3 209;1,32579;1,42724
3 210;1,32579;1,4227
3 211;1,32579;1,4227
3 212;1,32579;1,42724
3 213;1,32579;1,42724
3 214;1,32579;1,42724
3 215;1,32579;1,38031
3 216;1,32579;1,38031
3 217;1,32579;1,42724
3 218;1,34819;1,43161
3 219;1,34819;1,43161
3 220;1,34819;1,43161
3 221;1,29366;1,43161
3 222;1,29366;1,36877
3 223;1,31512;1,44487
3 224;1,31512;1,44487
3 225;1,31512;1,44487
3 226;1,31512;1,44487
3 227;1,29366;1,40783
3 228;1,29366;1,36909
3 229;1,33065;1,36909
3 230;1,33065;1,36909
3 231;1,33065;1,36787
3 232;1,34709;1,36787
3 233;1,34709;1,36787
3 234;1,34709;1,36483
3 235;1,34709;1,36483
3 236;1,34709;1,36132
3 237;1,34709;1,36132
3 238;1,34709;1,36132
3 239;1,34709;1,36909
3 240;1,35799;1,36909
3 241;1,35799;1,36909
3 242;1,35799;1,37251
3 243;1,35799;1,37251
3 244;1,35799;1,37251
3 245;1,35799;1,37251
3 246;1,35799;1,37634
3 247;1,35799;1,37634
3 248;1,35799;1,37634
3 249;1,35799;1,37634
3 250;1,35799;1,37634
3 251;1,35799;1,36818
3 252;1,35799;1,36818
3 253;1,35873;1,37634
3 254;1,36587;1,37634
3 255;1,36587;1,37476
3 256;1,36587;1,37476
3 257;1,36587;1,37476
3 258;1,36587;1,37476
3 259;1,36587;1,37476
3 260;1,36994;1,37476
3 261;1,3705;1,37476
3 262;1,3705;1,37476
3 263;1,37159;1,37476
3 264;1,3705;1,37476
3 265;1,3705;1,37476
3 266;1,3705;1,37476
3 267;1,37193;1,37476
3 268;1,37219;1,37476
3 269;1,37219;1,37476
3 270;1,37219;1,37476
3 271;1,37219;1,37476
3 272;1,37219;1,37634
3 273;1,37219;1,37634
3 274;1,37219;1,37634
3 275;1,37219;1,37634
3 276;1,37193;1,37634
3 277;1,37193;1,74121
3 278;1,39971;1,75845
3 279;1,39971;1,75845
3 280;1,39971;1,8
3 281;1,39971;1,8
3 282;1,39971;1,8
3 283;1,36994;1,79188
3 284;1,36994;1,79188
3 285;1,36994;1,75418
3 286;1,36994;1,64112
3 287;1,36994;1,64112
3 288;1,36994;1,64112
3 289;1,36994;1,51489
3 290;1,38148;1,51489
3 291;1,38148;1,51489
3 292;1,38148;1,51489
3 293;1,38148;1,51489
3 294;1,38148;1,51489
3 295;1,38148;1,51489
3 296;1,42847;1,51489
3 297;1,42847;1,51489
3 298;1,42847;1,8
3 299;1,42847;1,8
3 300;1,42847;1,8
3 301;1,42847;1,78482
3 302;1,38148;1,78482
3 303;1,38148;1,78482
3 304;1,38148;1,78482
3 305;1,38148;1,78482
3 306;1,38148;1,73512
3 307;1,38148;1,73512
3 308;1,44107;1,8
3 309;1,44107;1,8
3 310;1,44107;1,8
3 311;1,38148;1,8
3 312;1,38148;1,8
3 313;1,53073;1,8
3 314;1,53073;1,8
3 315;1,53073;1,8
3 316;1,45715;1,8
3 317;1,53301;1,8
3 318;1,35749;1,8
3 319;1,35749;1,8
3 320;1,35749;1,78233
3 321;1,35749;1,69459
3 322;1,36406;1,69459
3 323;1,36406;1,69459
3 324;1,36406;1,6083
3 325;1,35749;1,6083
3 326;1,35749;1,8
3 327;1,35749;1,8
3 328;1,53723;1,8
3 329;1,66162;1,8
3 330;1,66162;1,8
3 331;1,66162;1,78477
3 332;1,66162;1,78477
3 333;1,66162;1,8
3 334;1,66162;1,8
3 335;1,66162;1,8
3 336;1,66162;1,8
3 337;1,35749;1,8
3 338;1,35749;1,8
3 339;1,35551;1,8
3 340;1,35551;1,62374
3 341;1,36912;1,8
3 342;1,36912;1,8
3 343;1,35551;1,77695
3 344;1,35551;1,77695
3 345;1,35551;1,77695
3 346;1,35551;1,77695
3 347;1,35551;1,77695
3 348;1,35551;1,77695
3 349;1,35551;1,77695
3 350;1,39254;1,77695
3 351;1,39254;1,77695
3 352;1,39254;1,77695
3 353;1,39254;1,62029
3 354;1,39254;1,77695
3 355;1,52502;1,77695
3 356;1,52502;1,77695
3 357;1,52502;1,77695
3 358;1,52502;1,77695
3 359;1,55582;1,77695
3 360;1,64943;1,8
3 361;1,6684;1,8
3 362;1,6684;1,8
3 363;1,6684;1,8
3 364;1,6684;1,8
3 365;1,72596;1,8
3 366;1,72596;1,8
3 367;1,6684;1,76456
3 368;1,6684;1,78728
3 369;1,65021;1,78728
3 370;1,71412;1,78728
3 371;1,71412;1,78054
3 372;1,65021;1,78054
3 373;1,65021;1,78054
3 374;1,65021;1,77385
3 375;1,65021;1,74053
3 376;1,65021;1,74053
3 377;1,65021;1,74053
3 378;1,65021;1,69676
3 379;1,65021;1,74053
3 380;1,65021;1,71712
3 381;1,65021;1,71037
3 382;1,65021;1,70546
3 383;1,65021;1,68133
3 384;1,65021;1,68133
3 385;1,65021;1,8
3 386;1,65021;1,8
3 387;1,65551;1,8
3 388;1,71633;1,8
3 389;1,73523;1,8
3 390;1,73523;1,77725
3 391;1,73523;1,77725
3 392;1,73523;1,77725
3 393;1,73523;1,77725
3 394;1,73523;1,77725
3 395;1,73523;1,77725
3 396;1,73523;1,7608
3 397;1,73523;1,8
3 398;1,73523;1,8
3 399;1,73523;1,8
3 400;1,73523;1,8
3 401;1,75384;1,8
3 402;1,75384;1,8
3 403;1,75384;1,79165
3 404;1,75384;1,79051
3 405;1,75384;1,79051
3 406;1,75384;1,79051
3 407;1,75384;1,79051
3 408;1,7618;1,79051
3 409;1,75384;1,79051
3 410;1,75636;1,79051
3 411;1,75636;1,77576
3 412;1,75636;1,76659
3 413;1,75384;1,76317
3 414;1,75384;1,76317
3 415;1,75384;1,76197
3 416;1,75732;1,76197
3 417;1,75732;1,76317
3 418;1,75732;1,76317
3 419;1,75732;1,79165
3 420;1,76775;1,79165
3 421;1,76775;1,78946
3 422;1,76775;1,78946
3 423;1,77833;1,78946
3 424;1,77833;1,79165
3 425;1,78048;1,79165
3 426;1,76775;1,79165
3 427;1,76775;1,78795
3 428;1,76775;1,78795
3 429;1,76775;1,78795
3 430;1,76775;1,78703
3 431;1,77406;1,78703
3 432;1,77406;1,78703
3 433;1,77406;1,78984
3 434;1,7595;1,78984
3 435;1,7699;1,78984
3 436;1,7699;1,79165
3 437;1,7777;1,79165
3 438;1,7777;1,79165
3 439;1,7777;1,79165
3 440;1,7777;1,79165
3 441;1,7777;1,78484
3 442;1,7777;1,78484
3 443;1,7777;1,78484
3 444;1,77925;1,78484
3 445;1,77925;1,78548
3 446;1,77925;1,78548
3 447;1,77925;1,78548
3 448;1,78014;1,78548
3 449;1,7777;1,78548
3 450;1,7777;1,78548
3 451;1,7777;1,78548
3 452;1,7777;1,78548
3 453;1,7777;1,78548
3 454;1,78003;1,78548
3 455;1,78258;1,78548
3 456;1,78258;1,78548
3 457;1,78258;1,78548
3 458;1,78258;1,78548
3 459;1,78258;1,78548
3 460;1,78258;1,78751
3 461;1,78258;1,78751
3 462;1,78357;1,78751
3 463;1,78258;1,78751
3 464;1,78324;1,78751
3 465;1,78452;1,78794
3 466;1,78452;1,78623
3 467;1,78452;1,78623
3 468;1,78452;1,78623
3 469;1,78534;1,8
3 470;1,78534;1,8
3 471;1,78258;1,8
3 472;1,78217;1,8
3 473;1,78553;1,8
3 474;1,78553;1,79414
3 475;1,78217;1,79414
3 476;1,78217;1,79414
3 477;1,78217;1,8
3 478;1,78217;1,79984
3 479;1,78217;1,79984
3 480;1,77758;1,79984
3 481;1,77758;1,79984
3 482;1,78022;1,79984
3 483;1,78022;1,79984
3 484;1,78022;1,79984
3 485;1,7852;1,79984
3 486;1,7852;1,8
3 487;1,7852;1,8
3 488;1,7852;1,8
3 489;1,78022;1,8
3 490;1,78022;1,8
3 491;1,78022;1,8
3 492;1,78022;1,8
3 493;1,78022;1,8
3 494;1,78508;1,8
3 495;1,78508;1,8
3 496;1,78022;1,79287
3 497;1,78022;1,79035
3 498;1,78022;1,79035
3 499;1,78022;1,78895
3 500;1,78022;1,78895
3 501;1,78022;1,78895
3 502;1,78159;1,78895
3 503;1,78159;1,7888
3 504;1,78159;1,78632
3 505;1,78159;1,78895
3 506;1,78159;1,78895
3 507;1,78159;1,78895
3 508;1,78159;1,78895
3 509;1,78128;1,78691
3 510;1,78128;1,78426
3 511;1,78272;1,78895
3 512;1,78272;1,78895
3 513;1,78272;1,78895
3 514;1,78161;1,78895
3 515;1,78161;1,78895
3 516;1,78161;1,78895
3 517;1,78161;1,78895
3 518;1,78161;1,78895
3 519;1,78161;1,78895
3 520;1,78022;1,78895
3 521;1,78242;1,78895
3 522;1,77758;1,78895
3 523;1,77758;1,79194
3 524;1,77758;1,79194
3 525;1,77758;1,78635
3 526;1,77758;1,79287
3 527;1,77758;1,79287
3 528;1,77758;1,78913
3 529;1,77758;1,78913
3 530;1,77758;1,78913
3 531;1,77905;1,79388
3 532;1,77758;1,79388
3 533;1,77758;1,79388
3 534;1,77758;1,79388
3 535;1,77752;1,79388
3 536;1,7595;1,79388
3 537;1,7595;1,79388
3 538;1,76144;1,79388
3 539;1,76144;1,78618
3 540;1,76144;1,78618
3 541;1,76144;1,78618
3 542;1,76145;1,78618
3 543;1,76144;1,78144
3 544;1,76144;1,78618
